Account Number,Loyalty_Score,bonus_usage_score,Total_Score,Final_Score_Percentage,Customer_Tier,CUSTOMER_TYPE
1000359,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000360,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000361,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000362,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000363,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000364,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000365,5.0,15,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000366,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000367,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000368,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000369,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000370,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000371,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000372,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000373,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000374,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000375,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000376,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000377,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000378,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000379,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000380,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000381,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000382,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000383,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000384,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000385,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000386,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000387,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000388,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000389,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000390,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000391,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000392,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000393,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000394,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000395,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000396,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000397,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000398,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000399,5.0,10,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1000400,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000401,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000402,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000403,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000404,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000405,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000406,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000407,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000408,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000409,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000410,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000411,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000412,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000413,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000414,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000415,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000416,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000417,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000418,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000419,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000420,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000421,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000422,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000423,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000424,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000425,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000426,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000427,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000428,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000429,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000430,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1000431,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000432,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000433,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000434,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000435,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000436,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000437,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000438,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000439,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000440,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000441,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000442,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000443,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000444,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000445,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000446,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000447,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000448,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000449,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000450,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000451,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000452,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000453,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1000454,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000455,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000456,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000457,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000458,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000459,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000460,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000461,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000462,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000463,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000464,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000465,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000466,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000467,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000468,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000469,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000470,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000471,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000472,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000473,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000474,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000475,20.0,15,35.0,87.5,Tier 1 Priority Service,Retail
1000476,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000477,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000478,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000479,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000480,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000481,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000482,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000483,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000484,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000485,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000486,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000487,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000488,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000489,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1000490,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000491,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000492,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000493,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000494,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000495,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000496,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000497,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000498,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000499,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000500,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000501,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000502,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000503,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000504,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000505,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000506,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000507,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000508,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000509,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000510,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000511,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000512,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000513,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000514,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000515,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000516,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000517,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000518,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000519,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000520,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000521,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000522,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000523,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000524,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000525,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000526,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000527,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000528,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000529,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000530,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000531,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000532,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000533,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000534,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000535,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000536,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000537,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000538,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000539,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000540,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000541,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000542,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000543,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000544,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000545,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000546,5.0,20,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000547,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000548,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000549,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000550,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000551,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000552,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000553,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000554,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000555,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000556,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000557,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000558,15.0,5,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000559,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000560,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000561,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000562,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000563,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000564,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000565,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000566,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000567,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000568,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000569,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000570,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000571,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000572,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000573,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000574,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000575,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000576,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000577,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000578,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000579,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000580,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000581,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000582,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000583,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000584,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000585,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000586,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000587,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000588,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000589,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000590,10.0,10,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000591,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000592,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1000593,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000594,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000595,20.0,10,30.0,75.0,Tier 2 Priority Service,Retail
1000596,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000597,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000598,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000599,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000600,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000601,10.0,5,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1000602,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000603,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000604,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000605,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000606,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000607,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000608,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000609,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000610,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000611,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000612,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000613,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000614,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000615,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000616,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000617,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000618,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000619,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000620,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000621,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000622,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000623,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000624,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000625,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000626,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000627,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000628,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
1000629,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000630,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000631,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000632,0.0,20,20.0,50.0,Tier 4 Priority Service + Incentives,Retail
1000633,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000634,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000635,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000636,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000637,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000638,5.0,10,15.0,37.5,Tier 4 Priority Service + Incentives,Retail
1000639,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000640,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000641,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000642,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000643,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000644,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000645,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000646,20.0,5,25.0,62.5,Tier 3 Priority Service + Incentives,Retail
1000647,20.0,1,21.0,52.5,Tier 4 Priority Service + Incentives,Retail
